resultId,participantId,group,timestamp,birthyear,gender,ethnicity,country,language,frameId,frameName,note,content,responseTime,response,errors,Summary statistics,,outlier?,LogRT,zLogRt,Congruent Flankers,Condition mean
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,c5af85fe1182451d,html,,text,17545,spacebar,0,Mean RT,1311.948,,,,0,0.306
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,5141b125eb5c0278,image,practice-1,stimulus_12_con1 (1).png,1617,left,0,SD RT,593.321,,,,1,0.233
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,ca2627490511bc52,image,practice-2,stimulus_30_con2.png,640,right,0,Mean-2SD,125.306,,,,2,0.429
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,f30e20c6d2c0f838,image,practice-3,stimulus_24_con3.png,581,left,0,Mean+2SD,2498.591,,,,3,-0.259
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,7d264c410561fece,image,practice-4,stimulus_27_con4.png,591,left,0,,,,,,4,-0.601
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,4134d9409d0bd87e,html,,text,1111,spacebar,0,,,,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,dd93ca8d0dd68830,image,4,stimulus_27_con4.png,1811,left,0,,,,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,c56fca0e6428ec8a,image,2,stimulus_15_con2.png,1544,left,0,,,,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,ed1ab0892c6fa197,image,2,stimulus_20_con2.png,2136,right,0,,,FALSE,3.330,1.589,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,c932c04b1c8497d7,image,0,stimulus_08_con0.png,1831,right,1,,,TRUE,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,0f82f4dda8d6ee4b,image,2,stimulus_11_con2.png,2884,right,0,,,TRUE,,,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,6a9233532d4b36d2,image,4,stimulus_28_con4.png,1482,right,0,,,FALSE,3.171,0.679,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,f9af1cdaaf93bdab,image,4,stimulus_27_con4.png,685,left,0,,,FALSE,2.836,-1.243,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,ff9351d6e608f1c7,image,4,stimulus_28_con4.png,685,right,0,,,FALSE,2.836,-1.243,,
5c2d8f1271a894c407e203fc,5bda002971a894c407e1d708,none,2019-01-03T04:26:58.000Z,1980,na,na,US,na,c9e88111a9efa3bc,image,4,stimulus_28_con4.png,620,right,0,,,FALSE,2.792,-1.491,,
